PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
40-17,Private Cremation 51-80lbs (mother of pe,241.3,Revenue Profit Categories - Euthanasia & Cremation,active,0
65-281,Bravecto Feline 250mg Dark Blue Single,43.75,Revenue Profit Categories - Drug and Medications,active,3
65-281,Bravecto Feline 250mg Dark Blue Single,43.75,Parasiticides_External - Bravecto,active,3
30-1009,Fluoxetine 5mg/ml,1.23,Revenue Profit Categories - Drug and Medications,active,0
63-33,Isathal Eye Gel 5gr,27.98,Revenue Profit Categories - Drug and Medications,active,0
93-199,RC FE Calorie Control 1.5kg,30.02,Diet Manufacturers - Royal Canin,active,0
93-199,RC FE Calorie Control 1.5kg,30.02,Revenue Profit Categories - Diet Revenue,active,0
7-75,Convenia Inj 80mg/ml per ml,53.74,Revenue Profit Categories - Injections,active,0
57-41,Hydrocodone 1mg/ml,0.31,Revenue Profit Categories - Drug and Medications,active,0
57-41,Hydrocodone 1mg/ml,0.31,Medication Breakout - Pain,active,0
101-111,Advantage II Canine Teal Per Vial,15.58,Revenue Profit Categories - Drug and Medications,active,1
101-111,Advantage II Canine Teal Per Vial,15.58,Parasiticides_External - Advantage,active,1
102-266,Nursing Kit,7.81,Revenue Profit Categories - Over The Counter,active,0
102-611,Esbilac 2KG Powder,141.95,Revenue Profit Categories - Over The Counter,active,0
6-25,Anal Glands - Express & Flush/Infuse,77.3,Revenue Profit Categories - Professional Services (Other),active,0
1-42,Tooth Trim,29.6,Revenue Profit Categories - Dentistry,active,0
12-89,Spec CPL,173.95,Revenue Profit Categories - Lab (external),active,0
71-46,Virbac CET Chews Petite,14.34,Revenue Profit Categories - Over The Counter,active,0
93-235,RC FE Renal LP - Can,1.94,Diet Manufacturers - Royal Canin,active,0
93-235,RC FE Renal LP - Can,1.94,Revenue Profit Categories - Diet Revenue,active,0
3-12,Rabies Vaccine 3 Year,28.3,Revenue Profit Categories - Vaccines,active,0
3-12,Rabies Vaccine 3 Year,28.3,Vaccinations - Rabies,active,0
103-2,Antibiotics - feline/canine in hospital,25.0,Revenue Profit Categories - Drug and Medications,active,0
93-54,RC FE Urinary SO 8kg,107.71,Diet Manufacturers - Royal Canin,active,0
1-1,Office Visit / Consultation,76.9,Revenue Profit Categories - Exams,active,0
93-54,RC FE Urinary SO 8kg,107.71,Revenue Profit Categories - Diet Revenue,active,0
51-4,Deramaxx 100mg tablet,4.72,Revenue Profit Categories - Drug and Medications,active,0
51-4,Deramaxx 100mg tablet,4.72,Medication Breakout - Pain,active,0
33-1,Katies Place FVRCP,29.0,Revenue Profit Categories - Vaccines,active,0
33-1,Katies Place FVRCP,29.0,Vaccinations - FVRCP,active,0
12-252,Feline Screen Plus & Urinalysis,270.3,Revenue Profit Categories - Lab (external),active,0
12-252,Feline Screen Plus & Urinalysis,270.3,Testing - Wellness Bloodwork,active,0
63-212,Optixcare Eye Lube20gr,20.48,Revenue Profit Categories - Drug and Medications,active,0
64-14,Surolan 100ml,159.96,Revenue Profit Categories - Drug and Medications,inactive,0
12-88,Spec CPL - Add on,75.75,Revenue Profit Categories - Lab (external),active,0
64-14,Surolan 100ml,159.96,Medication Breakout: Otics - Surolan,inactive,0
RHD,RHD Vaccine,100.0,Revenue Profit Categories - Vaccines,active,0
64-14,Surolan 100ml,159.96,Medication Breakout - Otics,inactive,0
51-23,Tramadol 10mg,0.68,Revenue Profit Categories - Drug and Medications,active,0
51-23,Tramadol 10mg,0.68,Medication Breakout - Pain,active,0
51-49,Buprenorphine Oral 0.2mg/ml per ml,5.82,Revenue Profit Categories - Drug and Medications,active,0
93-289,RC K9 Mature Consult 4kg,39.35,Diet Manufacturers - Royal Canin,active,0
51-49,Buprenorphine Oral 0.2mg/ml per ml,5.82,Medication Breakout - Pain,active,0
52-109,Baytril 15mg Flavour Tablet,0.81,Revenue Profit Categories - Drug and Medications,active,0
52-20,Amoxicillin Capsules 250mg,0.34,Revenue Profit Categories - Drug and Medications,active,0
93-289,RC K9 Mature Consult 4kg,39.35,Revenue Profit Categories - Diet Revenue,active,0
53-2,Diazepam Vial - 2ml (For Rectal Admin),3.73,Revenue Profit Categories - Injections,active,0
93-307,RC K9 Development 4kg,41.41,Diet Manufacturers - Royal Canin,active,0
93-307,RC K9 Development 4kg,41.41,Revenue Profit Categories - Diet Revenue,active,0
94-7,PVD Feline DM 2.72 kg,47.08,Diet Manufacturers - Purina,active,0
63-111,3-Biotic (BNP) Ointment,17.63,Revenue Profit Categories - Drug and Medications,active,0
100-333,Feline Metabolic & Urinary 2.88kg,54.88,Diet Manufacturers - Hill's,active,0
100-333,Feline Metabolic & Urinary 2.88kg,54.88,Revenue Profit Categories - Diet Revenue,active,0
100-253,Feline C/D MultiCare 3.85kg,54.88,Diet Manufacturers - Hill's,active,0
100-253,Feline C/D MultiCare 3.85kg,54.88,Revenue Profit Categories - Diet Revenue,active,0
105-41,Rayne Canine Rabbit Can,5.92,Revenue Profit Categories - Diet Revenue,active,0
94-7,PVD Feline DM 2.72 kg,47.08,Revenue Profit Categories - Diet Revenue,active,0
12-200,General & Amylase/Lipase & Urinalysis,208.8,Revenue Profit Categories - Lab (in-house),active,0
1-154,Referral Specialist Consultation,0.0,Revenue Profit Categories - Exams,active,0
65-213,Rev. K9 Single Vial - Plum (40-60kg),24.36,Revenue Profit Categories - Drug and Medications,inactive,1
65-213,Rev. K9 Single Vial - Plum (40-60kg),24.36,Parasiticides_Combo - Revolution,inactive,1
12-614,Biopsy w/ Micro Desc. (2 Sites),109.47,Revenue Profit Categories - Lab (external),active,0
12-41,Fecal - Ova & Parasite,70.03,Revenue Profit Categories - Lab (external),active,0
12-41,Fecal - Ova & Parasite,70.03,Testing - Fecal,active,0
70-60,Vetform CT Support Plus 400gm,63.86,Revenue Profit Categories - Over The Counter,active,0
1-153,Drain Cyst,32.8,Revenue Profit Categories - Professional Services (Other),active,0
103-60,Medications Administered - In Hospital,0.0,Revenue Profit Categories - Hospitalization,active,0
93-293,RC K9 Development Large Dog 4kg,41.41,Diet Manufacturers - Royal Canin,active,0
93-293,RC K9 Development Large Dog 4kg,41.41,Revenue Profit Categories - Diet Revenue,active,0
1-3,Ophthalmic Examination (inc. IOP/Shirmer,53.2,Revenue Profit Categories - Diagnostic Imaging,active,0
30-1005,Amitriptyline 50mg/ml Transdermal Gel,7.42,Revenue Profit Categories - Drug and Medications,active,0
93-276,RC FE Gastro Int High Energy Can,2.72,Diet Manufacturers - Royal Canin,active,0
93-276,RC FE Gastro Int High Energy Can,2.72,Revenue Profit Categories - Diet Revenue,active,0
12-254,Feline ADRChek w/ Spec FPL,221.1,Revenue Profit Categories - Lab (external),active,0
12-420,Feline Viral 2 ELISA (FeLv/FIV)- Add on,94.2,Revenue Profit Categories - Lab (external),active,0
300-10,Recheck 10days,0.0,Revenue Profit Categories - Exams,inactive,0
65-268,Bravecto Orange 250mg Single Tablet,52.52,Revenue Profit Categories - Drug and Medications,active,3
65-268,Bravecto Orange 250mg Single Tablet,52.52,Parasiticides_External - Bravecto,active,3
66-26,Sensitive Skin Shampoo 275mls,13.65,Revenue Profit Categories - Drug and Medications,active,0
66-26,Sensitive Skin Shampoo 275mls,13.65,Medication Breakout - Derm,active,0
85-225,Douxo Seborrhea Spray 200ml,34.77,Revenue Profit Categories - Drug and Medications,active,0
85-225,Douxo Seborrhea Spray 200ml,34.77,Medication Breakout - Derm,active,0
93-287,MCRC Medi Chew 4 Pack - Large,28.0,Revenue Profit Categories - Over The Counter,inactive,0
94-156,PVD Canine Neurocare 11.3 kg,153.69,Diet Manufacturers - Purina,active,0
94-156,PVD Canine Neurocare 11.3 kg,153.69,Revenue Profit Categories - Diet Revenue,active,0
93-283,RC FE Gastro Int Mod Cal 3.5kg,61.1,Diet Manufacturers - Royal Canin,active,0
93-283,RC FE Gastro Int Mod Cal 3.5kg,61.1,Revenue Profit Categories - Diet Revenue,active,0
65-201,Revolution Blue (2.6-7.5kg) Per Vial,19.12,Revenue Profit Categories - Drug and Medications,active,1
65-201,Revolution Blue (2.6-7.5kg) Per Vial,19.12,Parasiticides_Combo - Revolution,active,1
1-35,Emergency Assistant per Hour,62.3,Revenue Profit Categories - Professional Services (Other),active,0
G551,Nerve Block - Group,0.0,Revenue Profit Categories - Anesthesia,active,0
102-402,Pill Pockets Feline Chicken,9.64,Revenue Profit Categories - Over The Counter,active,0
15-24,BAA Inj per ml,0.0,Revenue Profit Categories - Injections,active,0
12-602,Chemistry Screen - Follow Up,112.45,Revenue Profit Categories - Lab (external),active,0
12-624,General Panel - Follow up,124.75,Revenue Profit Categories - Lab (external),active,0
12-735,Immunohistochemistry 1-6 (see lab cost),0.0,Revenue Profit Categories - Lab (external),active,0
93-459,RC K9 Urinary SO MOD CAL 8kg,83.38,Diet Manufacturers - Royal Canin,active,0
93-459,RC K9 Urinary SO MOD CAL 8kg,83.38,Revenue Profit Categories - Diet Revenue,active,0
94-38,PVD Canine HA Hypo 7.48kg,89.52,Diet Manufacturers - Purina,active,0
94-38,PVD Canine HA Hypo 7.48kg,89.52,Revenue Profit Categories - Diet Revenue,active,0
G1011,Overnight Hospital Stay & Daily Exam,0.0,Revenue Profit Categories - Hospitalization,active,0
102-32,Syringe 1cc,0.31,Revenue Profit Categories - Over The Counter,active,0
93-403,RC FE Urinary SO Mod. Cal. 3kg,44.52,Diet Manufacturers - Royal Canin,active,0
93-403,RC FE Urinary SO Mod. Cal. 3kg,44.52,Revenue Profit Categories - Diet Revenue,active,0
1-222,Tick Removal,16.8,Revenue Profit Categories - Professional Services (Other),active,0
52-69,Zeniquin Tablets 25mg,2.76,Revenue Profit Categories - Drug and Medications,active,0
52-39,Antirobe Capsules 75mg,1.75,Revenue Profit Categories - Drug and Medications,active,0
302-7,Fructosamine - In house,77.4,Revenue Profit Categories - Lab (in-house),active,0
102-40,Pill Pockets K9 Beef/Hickory Smoke Large,13.69,Revenue Profit Categories - Over The Counter,active,0
100-143,A/D - Can,3.84,Diet Manufacturers - Hill's,active,0
100-143,A/D - Can,3.84,Revenue Profit Categories - Diet Revenue,active,0
12-1002,TLI-Cobalamin-B12-Folate,299.0,Revenue Profit Categories - Lab (external),active,0
12-696,TSH Level,130.9,Revenue Profit Categories - Lab (external),active,0
14-30,Rabbit Ovariohysterectomy,185.21,Revenue Profit Categories - Surgery,active,0
6-65,Tracheal Wash,102.38,Revenue Profit Categories - Diagnostic Imaging,active,0
1-5,Physical Examination - Rabbit,54.7,Revenue Profit Categories - Exams,active,0
71-75,CET Mini Toothbrush & Poultry Paste,11.36,Revenue Profit Categories - Over The Counter,active,0
100-258,Feline I/D - Can,3.19,Diet Manufacturers - Hill's,active,0
100-258,Feline I/D - Can,3.19,Revenue Profit Categories - Diet Revenue,active,0
21-53,I.V. Daily Maintenance,59.4,Revenue Profit Categories - Fluid Therapy,active,0
110-326,Canine Metabolic Lamb & Rice 7.98kg,104.82,Diet Manufacturers - Hill's,active,0
110-326,Canine Metabolic Lamb & Rice 7.98kg,104.82,Revenue Profit Categories - Diet Revenue,active,0
12-52,Urinalysis,78.23,Revenue Profit Categories - Lab (external),active,0
54-9,Sucralfate Tablets 1gm,1.43,Revenue Profit Categories - Drug and Medications,active,0
66-150,Hylagroom Grooming Mousse,30.93,Revenue Profit Categories - Drug and Medications,active,0
66-150,Hylagroom Grooming Mousse,30.93,Medication Breakout - Derm,active,0
64-226,Synotic (Chiron) per ml,5.95,Revenue Profit Categories - Drug and Medications,active,0
64-226,Synotic (Chiron) per ml,5.95,Medication Breakout - Otics,active,0
65-280,Bravecto Blue 1000mg 2 Tablets,103.25,Revenue Profit Categories - Drug and Medications,active,6
65-280,Bravecto Blue 1000mg 2 Tablets,103.25,Parasiticides_External - Bravecto,active,6
65-67,Interceptor Plus Green 5.75mg tablet,6.14,Revenue Profit Categories - Drug and Medications,active,1
65-67,Interceptor Plus Green 5.75mg tablet,6.14,Parasiticides_Internal - Interceptor Plus,active,1
93-247,RC K9 Satiety Support 12kg,120.15,Diet Manufacturers - Royal Canin,active,0
93-247,RC K9 Satiety Support 12kg,120.15,Revenue Profit Categories - Diet Revenue,active,0
11-8,PCV,22.2,Revenue Profit Categories - Lab (in-house),active,0
93-338,RC Feline Senior Consult 3.5kg,60.57,Diet Manufacturers - Royal Canin,active,0
10-8,Day Care Supervision,16.3,Revenue Profit Categories - Boarding,active,0
95-29,Iams/Euk Canine Joint Plus 13.6kg,80.51,Diet Manufacturers - Iams/Eukanuba,inactive,0
95-29,Iams/Euk Canine Joint Plus 13.6kg,80.51,Revenue Profit Categories - Diet Revenue,inactive,0
31-1,Acupuncture Initial Consultation,155.65,Revenue Profit Categories - Integrative Therapies,active,0
52-52,Cephalexin500 mg,0.78,Revenue Profit Categories - Drug and Medications,active,0
93-231,RC FE Reducing - Can,2.61,Diet Manufacturers - Royal Canin,active,0
93-231,RC FE Reducing - Can,2.61,Revenue Profit Categories - Diet Revenue,active,0
93-653,RC Hypo HP Treats FE (220gm),10.34,Revenue Profit Categories - Over The Counter,active,0
94-130,PVD Canine Neurocare 2.72kg,48.65,Diet Manufacturers - Purina,active,0
94-130,PVD Canine Neurocare 2.72kg,48.65,Revenue Profit Categories - Diet Revenue,active,0
100-513,Healthy Advantage Puppy 1.81kg,17.59,Diet Manufacturers - Hill's,active,0
100-513,Healthy Advantage Puppy 1.81kg,17.59,Revenue Profit Categories - Diet Revenue,active,0
12-304,Senior Panel & Fructosamine,243.65,Revenue Profit Categories - Lab (external),active,0
12-304,Senior Panel & Fructosamine,243.65,Testing - Wellness Bloodwork,active,0
51-235,Trazodone 100mg Tab,0.34,Revenue Profit Categories - Drug and Medications,active,0
65-48,Interceptor Yellow Single Tab,10.73,Revenue Profit Categories - Drug and Medications,active,1
65-48,Interceptor Yellow Single Tab,10.73,Parasiticides_Internal - Interceptor,active,1
1-159,OFA Documentation,30.0,Revenue Profit Categories - Radiology,active,0
100-245,Feline D/D Can - Duck,2.7,Diet Manufacturers - Hill's,active,0
9-9,Overnight Hospital Stay Prior Sx,28.6,Revenue Profit Categories - Hospitalization,active,0
100-245,Feline D/D Can - Duck,2.7,Revenue Profit Categories - Diet Revenue,active,0
51-230,Rheumocam 1.5mg/ml 100ml,114.8,Revenue Profit Categories - Drug and Medications,active,0
51-230,Rheumocam 1.5mg/ml 100ml,114.8,Medication Breakout - Pain,active,0
93-50,RC FE Urinary SO - Small Can (85g),2.29,Diet Manufacturers - Royal Canin,active,0
93-50,RC FE Urinary SO - Small Can (85g),2.29,Revenue Profit Categories - Diet Revenue,active,0
102-250,Kooky Katnip Snake,7.5,Revenue Profit Categories - Over The Counter,active,0
100-190,Canine I/D - Can Stew 156gr,4.57,Revenue Profit Categories - Diet Revenue,inactive,0
102-322,Nail Trimmer Feline,11.69,Revenue Profit Categories - Over The Counter,active,0
12-777,Baermann Test (Lungworm),96.24,Revenue Profit Categories - Lab (external),active,0
55-82,Ketoconazole 30mg Capsule,0.86,Revenue Profit Categories - Drug and Medications,active,0
15-506,Anesthetic Monitoring - First 10 mins,14.8,Revenue Profit Categories - Anesthesia,active,0
16-58,Nasolacrimal Duct Flush,99.23,Revenue Profit Categories - Surgery,active,0
52-66,Clavaseptin 50mg,0.56,Revenue Profit Categories - Drug and Medications,active,0
102-16,Buster Collar 25,16.77,Revenue Profit Categories - Over The Counter,active,0
101-104,Comfortis 810mg Blue Per Tablet,17.67,Revenue Profit Categories - Drug and Medications,active,1
101-104,Comfortis 810mg Blue Per Tablet,17.67,Parasiticides_External - Comfortis,active,1
102-245,Vetrap Bandage 2 Roll,2.83,Revenue Profit Categories - Professional Services (Other),active,0
64-200,Malacetic Otic Cleanser 118ml,20.13,Revenue Profit Categories - Drug and Medications,active,0
64-200,Malacetic Otic Cleanser 118ml,20.13,Medication Breakout - Otics,active,0
65-224,Advantage Multi Canine Teal Per Vial,20.31,Revenue Profit Categories - Drug and Medications,active,1
65-224,Advantage Multi Canine Teal Per Vial,20.31,Parasiticides_Combo - Advantage Multi,active,1
100-223,Canine T/D 6.80kg Small Bites,68.34,Diet Manufacturers - Hill's,active,0
100-223,Canine T/D 6.80kg Small Bites,68.34,Revenue Profit Categories - Diet Revenue,active,0
93-665,RC K9 Urinary + Hypo HP 3.5kg,63.16,Diet Manufacturers - Royal Canin,active,0
93-665,RC K9 Urinary + Hypo HP 3.5kg,63.16,Revenue Profit Categories - Diet Revenue,active,0
102-248,Kooky Katnip Ball,6.5,Revenue Profit Categories - Over The Counter,active,0
12-205,Canine VAD Panel (incl. urine),251.85,Revenue Profit Categories - Lab (external),active,0
62-18,Methimazole 5mg Chews,1.15,Revenue Profit Categories - Drug and Medications,active,0
93-128,RC Medi Treats K9 (500gm),13.46,Revenue Profit Categories - Over The Counter,active,0
12-678,Ringworm (Dermatophyte) Real PCR,124.94,Revenue Profit Categories - Lab (external),active,0
30-1022,Fluoxetine 20mg Capsules,1.0,Revenue Profit Categories - Drug and Medications,active,0
93-223,RC Medi Treats FE (220gm),10.34,Revenue Profit Categories - Over The Counter,active,0
33-13,KP Antirobe 25mg Capsule,0.0,Revenue Profit Categories - Drug and Medications,active,0
102-411,Greenies Smartbites 2.1 oz Chicken,4.04,Revenue Profit Categories - Over The Counter,active,0
51-1,Deramaxx 75mg Tablet,4.22,Revenue Profit Categories - Drug and Medications,active,0
15-305,Cardiac/Doppler BP Monitoring,0.0,Revenue Profit Categories - Anesthesia,active,0
100-193,Canine I/D 7.98kg,69.45,Diet Manufacturers - Hill's,active,0
100-193,Canine I/D 7.98kg,69.45,Revenue Profit Categories - Diet Revenue,active,0
102-320,Catnip Toys,0.0,Revenue Profit Categories - Over The Counter,active,0
12-1000,Free T4 by Equilibrium Dialysis,227.25,Revenue Profit Categories - Lab (external),active,0
12-251,Feline Screen Plus (Incl. T4),247.75,Revenue Profit Categories - Lab (external),active,0
12-251,Feline Screen Plus (Incl. T4),247.75,Testing - Wellness Bloodwork,active,0
21-213,1000 mls 0.9% Sodium Chloride,7.61,Revenue Profit Categories - Fluid Therapy,active,0
100-536,Canine L/D 7.98kg,106.68,Diet Manufacturers - Hill's,active,0
100-536,Canine L/D 7.98kg,106.68,Revenue Profit Categories - Diet Revenue,active,0
51-1,Deramaxx 75mg Tablet,4.22,Medication Breakout - Pain,active,0
100-482,Feline I/D Chicken Stew 82gr Can,2.32,Diet Manufacturers - Hill's,active,0
100-482,Feline I/D Chicken Stew 82gr Can,2.32,Revenue Profit Categories - Diet Revenue,active,0
